latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
47.259,-116.54,307.2,1.4,1.2,2018-11-13,1830,T,65,6.0NRT,268.6,21.3,D
47.159,-117.389,304.1,1.5,1.2,2018-11-13,1830,T,58,6.0NRT,275.5,17.8,D
46.88,-116.298,306.2,1.3,1.1,2018-11-13,1830,T,63,6.0NRT,270.3,17.9,D
45.314,-113.478,317.7,1,1,2018-11-13,1830,T,68,6.0NRT,271.1,22.1,D
44.502,-114.384,337.1,1.1,1,2018-11-13,1830,T,90,6.0NRT,269.6,48.1,D
44.501,-114.37,315.4,1.1,1,2018-11-13,1830,T,76,6.0NRT,270.8,20,D
44.636,-116.862,305.3,1.3,1.1,2018-11-13,1830,T,53,6.0NRT,267.5,16.3,D
44.635,-116.846,311.1,1.3,1.1,2018-11-13,1830,T,71,6.0NRT,266.3,22.2,D
42.482,-111.619,306.5,1,1,2018-11-13,1830,T,63,6.0NRT,269.6,11.8,D
42.48,-111.606,316.5,1,1,2018-11-13,1830,T,77,6.0NRT,269.4,19.8,D
37.051,-106.67,301.3,2.1,1.4,2018-11-13,1830,T,46,6.0NRT,268.8,29.2,D
37.047,-106.651,319.5,2.1,1.4,2018-11-13,1830,T,75,6.0NRT,268.4,70.3,D
36.723,-112.223,363.4,1.1,1,2018-11-13,1830,T,100,6.0NRT,284.1,113.6,D
36.72,-112.211,338.6,1.1,1,2018-11-13,1830,T,91,6.0NRT,281.2,50.6,D
36.713,-112.225,302.8,1.1,1,2018-11-13,1830,T,54,6.0NRT,278.7,9.9,D
36.711,-112.213,313,1.1,1,2018-11-13,1830,T,73,6.0NRT,278.3,17.8,D
35.946,-112.14,311.2,1.1,1.1,2018-11-13,1830,T,71,6.0NRT,282,14.4,D
35.937,-112.142,313.1,1.1,1.1,2018-11-13,1830,T,73,6.0NRT,281.4,16.1,D
36.41,-118.733,306.4,1.3,1.1,2018-11-13,1830,T,62,6.0NRT,279.7,13.7,D
36.4,-118.732,309.5,1.3,1.1,2018-11-13,1830,T,69,6.0NRT,276.4,16.7,D
36.219,-118.572,304.8,1.3,1.1,2018-11-13,1830,T,60,6.0NRT,277.8,12.4,D
36.218,-118.558,301.4,1.3,1.1,2018-11-13,1830,T,47,6.0NRT,277.4,9.6,D
35.081,-111.673,310.9,1.2,1.1,2018-11-13,1830,T,65,6.0NRT,281,15.9,D
35.079,-111.66,307,1.2,1.1,2018-11-13,1830,T,51,6.0NRT,280,12.3,D
35.078,-111.667,325,1.2,1.1,2018-11-13,1830,T,83,6.0NRT,281.2,33.5,D
34.101,-110.055,305.4,1.6,1.2,2018-11-13,1830,T,61,6.0NRT,281.5,17.8,D
33.799,-109.695,313.3,1.7,1.3,2018-11-13,1830,T,73,6.0NRT,280.5,31.9,D
33.795,-109.678,306.9,1.7,1.3,2018-11-13,1830,T,64,6.0NRT,280.1,22.5,D
33.415,-110.865,314,1.4,1.2,2018-11-13,1830,T,74,6.0NRT,288.9,21.5,D
34.129,-118.951,364.8,1.3,1.1,2018-11-13,1830,T,100,6.0NRT,302.4,133,D
34.128,-118.937,405.3,1.2,1.1,2018-11-13,1830,T,100,6.0NRT,322.9,391.4,D
34.126,-118.924,392.1,1.2,1.1,2018-11-13,1830,T,100,6.0NRT,324.9,284.2,D
34.125,-118.911,336.3,1.2,1.1,2018-11-13,1830,T,89,6.0NRT,302.9,47.5,D
34.121,-118.968,318.7,1.3,1.1,2018-11-13,1830,T,72,6.0NRT,294.4,17,D
34.119,-118.952,415.8,1.3,1.1,2018-11-13,1830,T,100,6.0NRT,321,496.1,D
34.118,-118.939,386.5,1.2,1.1,2018-11-13,1830,T,100,6.0NRT,315.5,243.2,D
34.116,-118.926,344.2,1.2,1.1,2018-11-13,1830,T,86,6.0NRT,307.1,60.9,D
34.115,-118.913,337,1.2,1.1,2018-11-13,1830,T,75,6.0NRT,301.6,45.7,D
34.12,-118.96,375.1,1.3,1.1,2018-11-13,1830,T,100,6.0NRT,305.5,177.3,D
34.118,-118.945,405,1.2,1.1,2018-11-13,1830,T,100,6.0NRT,325.5,382.5,D
34.117,-118.932,349.5,1.2,1.1,2018-11-13,1830,T,95,6.0NRT,309,71.9,D
34.115,-118.919,340.3,1.2,1.1,2018-11-13,1830,T,91,6.0NRT,307.3,51,D
34.113,-118.906,321.1,1.2,1.1,2018-11-13,1830,T,29,6.0NRT,295.7,19,D
34.11,-118.961,327,1.3,1.1,2018-11-13,1830,T,78,6.0NRT,298,27.1,D
34.108,-118.948,323,1.2,1.1,2018-11-13,1830,T,63,6.0NRT,302.5,19,D
32.644,-114.617,324.8,1,1,2018-11-13,1830,T,80,6.0NRT,296.7,19.8,D
32.643,-114.606,349.4,1,1,2018-11-13,1830,T,95,6.0NRT,297.6,59.7,D
32.475,-117.035,333.9,1,1,2018-11-13,1830,T,89,6.0NRT,289.1,31.9,D
32.469,-117.059,309.3,1,1,2018-11-13,1830,T,38,6.0NRT,285.8,6.2,D
32.467,-117.048,413.6,1,1,2018-11-13,1830,T,100,6.0NRT,300.3,355.5,D
32.466,-117.037,401.4,1,1,2018-11-13,1830,T,100,6.0NRT,297.5,269.1,D
32.464,-117.026,316.4,1,1,2018-11-13,1830,T,51,6.0NRT,286.7,11.5,D
32.189,-116.898,362,1,1,2018-11-13,1830,T,0,6.0NRT,298.4,90.6,D
32.188,-116.888,323.2,1,1,2018-11-13,1830,T,77,6.0NRT,292.2,17.6,D
31.68,-116.36,311.1,1,1,2018-11-13,1830,T,68,6.0NRT,293.3,7.7,D
30.706,-112.051,313.6,1.4,1.2,2018-11-13,1830,T,61,6.0NRT,299,9.7,D
31.327,-116.282,319.5,1,1,2018-11-13,1830,T,76,6.0NRT,298,12.1,D
31.325,-116.272,311.1,1,1,2018-11-13,1830,T,64,6.0NRT,296.2,4.5,D
31.308,-116.276,347.4,1,1,2018-11-13,1830,T,94,6.0NRT,301.1,50.3,D
31.306,-116.265,326.6,1,1,2018-11-13,1830,T,83,6.0NRT,298.6,17.8,D
31.299,-116.277,335.3,1,1,2018-11-13,1830,T,88,6.0NRT,299.3,31.2,D
31.297,-116.267,318,1,1,2018-11-13,1830,T,75,6.0NRT,297.3,10.4,D
20.095,-75.159,321.3,1,1,2018-11-13,1825,A,72,6.0NRT,299.3,13.3,D
20.401,-76.81,323.1,1,1,2018-11-13,1825,A,65,6.0NRT,298.5,12.6,D
20.4,-76.819,321.8,1,1,2018-11-13,1825,A,36,6.0NRT,301.5,10.8,D
20.536,-76.273,326.1,1,1,2018-11-13,1825,A,68,6.0NRT,299.8,16.4,D
20.48,-76.84,315.2,1,1,2018-11-13,1825,A,36,6.0NRT,299.5,6.6,D
20.687,-77.061,315.8,1,1,2018-11-13,1825,A,55,6.0NRT,300.8,5.8,D
21.088,-77.155,320.6,1,1,2018-11-13,1825,A,73,6.0NRT,296.4,12.3,D
21.097,-77.156,351.1,1,1,2018-11-13,1825,A,96,6.0NRT,295.3,59.7,D
21.095,-77.166,319.1,1,1,2018-11-13,1825,A,60,6.0NRT,298.9,10.1,D
21.185,-78.397,326.3,1.1,1.1,2018-11-13,1825,A,80,6.0NRT,297.2,24.1,D
21.303,-77.984,322.3,1.1,1,2018-11-13,1825,A,75,6.0NRT,300.7,14.1,D
21.959,-79.273,315.8,1.2,1.1,2018-11-13,1825,A,68,6.0NRT,300.7,9.1,D
22.583,-80.786,315.4,1.5,1.2,2018-11-13,1825,A,68,6.0NRT,298,14.7,D
26.681,-80.558,324.7,1.2,1.1,2018-11-13,1825,A,80,6.0NRT,294.2,22.3,D
26.679,-80.57,314.7,1.2,1.1,2018-11-13,1825,A,68,6.0NRT,293.6,9.5,D
26.638,-81.001,319.2,1.3,1.1,2018-11-13,1825,A,75,6.0NRT,298.6,15.4,D
26.682,-81.53,311.6,1.4,1.2,2018-11-13,1825,A,23,6.0NRT,295.8,8.1,D
26.694,-81.519,317.9,1.4,1.2,2018-11-13,1825,A,72,6.0NRT,295.9,14.8,D
26.692,-81.532,326.9,1.4,1.2,2018-11-13,1825,A,82,6.0NRT,296.9,30.9,D
27.617,-80.873,325.1,1.2,1.1,2018-11-13,1825,A,80,6.0NRT,298.4,23.2,D
28.669,-81.827,319.5,1.3,1.1,2018-11-13,1825,A,70,6.0NRT,298.4,16.5,D
28.968,-82.059,311.7,1.3,1.1,2018-11-13,1825,A,54,6.0NRT,296.2,11.1,D
25.717,-103.451,303.6,1.1,1,2018-11-13,2005,A,38,6.0NRT,290,3,D
25.726,-103.447,303.7,1.1,1,2018-11-13,2005,A,57,6.0NRT,290.5,3.4,D
26.881,-101.408,302.6,1,1,2018-11-13,2005,A,49,6.0NRT,288.9,4.7,D
26.879,-101.418,312,1,1,2018-11-13,2005,A,72,6.0NRT,292.5,10.8,D
26.884,-101.45,309.4,1,1,2018-11-13,2005,A,69,6.0NRT,288.9,8.3,D
26.883,-101.46,305.2,1,1,2018-11-13,2005,A,59,6.0NRT,289.7,6,D
25.715,-108.888,312.7,2.1,1.4,2018-11-13,2005,A,0,6.0NRT,302.4,13.9,D
29.457,-104.889,311.9,1.1,1,2018-11-13,2005,A,71,6.0NRT,293.2,9.5,D
30.753,-100.809,309.4,1.1,1.1,2018-11-13,2005,A,68,6.0NRT,285.5,12.6,D
31.559,-101.969,301.1,1,1,2018-11-13,2005,A,44,6.0NRT,285.9,4.2,D
31.292,-103.952,303.5,1,1,2018-11-13,2005,A,56,6.0NRT,289.8,4.3,D
31.29,-103.963,313.3,1,1,2018-11-13,2005,A,73,6.0NRT,289.8,11.1,D
31.763,-104.004,303.9,1,1,2018-11-13,2005,A,57,6.0NRT,290.4,4.1,D
32.27,-103.633,308,1,1,2018-11-13,2005,A,66,6.0NRT,289.9,6.6,D
32.149,-106.702,307.3,1.2,1.1,2018-11-13,2005,A,64,6.0NRT,289.5,7.9,D
34.97,-101.145,305.2,1.2,1.1,2018-11-13,2005,A,61,6.0NRT,280.6,11.7,D
32.645,-114.603,308.5,3.6,1.8,2018-11-13,2005,A,62,6.0NRT,297,34.6,D
32.636,-114.64,307.5,3.6,1.8,2018-11-13,2005,A,60,6.0NRT,296.4,31.7,D
33.801,-109.688,306.3,1.6,1.3,2018-11-13,2005,A,63,6.0NRT,281.5,21.1,D
34.095,-110.037,308.4,1.7,1.3,2018-11-13,2010,A,47,6.0NRT,282.9,20.9,D
34.106,-110.041,307.7,1.7,1.3,2018-11-13,2010,A,66,6.0NRT,283.1,21.1,D
34.102,-110.058,317.5,1.7,1.3,2018-11-13,2010,A,78,6.0NRT,284.4,37.7,D
35.065,-111.661,307.8,2,1.4,2018-11-13,2010,A,58,6.0NRT,279.9,29.1,D
35.077,-111.665,322.6,2,1.4,2018-11-13,2010,A,82,6.0NRT,280.8,65.3,D
35.941,-112.139,320.1,2.1,1.4,2018-11-13,2010,A,80,6.0NRT,282.6,58.8,D
35.943,-112.147,310.6,2.1,1.4,2018-11-13,2010,A,68,6.0NRT,282.7,32.8,D
37.044,-106.651,314.2,1,1,2018-11-13,2010,A,50,6.0NRT,272.2,18.2,D
37.043,-106.663,349.9,1,1,2018-11-13,2010,A,90,6.0NRT,273.8,70.9,D
37.419,-105.275,309.2,1,1,2018-11-13,2010,A,52,6.0NRT,269.6,14.5,D
36.718,-112.21,322.5,2,1.4,2018-11-13,2010,A,82,6.0NRT,279.3,65.8,D
36.714,-112.232,314.7,2,1.4,2018-11-13,2010,A,75,6.0NRT,279.5,46.3,D
38.908,-105.058,303.3,1,1,2018-11-13,2010,A,55,6.0NRT,270.2,11,D
42.617,-108.877,304.5,1.1,1,2018-11-13,2010,A,59,6.0NRT,271.5,12.4,D
42.68,-111.596,330.2,1.3,1.2,2018-11-13,2010,A,71,6.0NRT,269.3,51.7,D
44.852,-108.359,305.8,1,1,2018-11-13,2010,A,62,6.0NRT,279.8,9,D
46.869,-116.295,313.5,1.8,1.3,2018-11-13,2010,A,40,6.0NRT,268.8,37.4,D
46.874,-116.301,307.5,1.8,1.3,2018-11-13,2010,A,36,6.0NRT,267.5,28.2,D
48.377,-116.786,300.4,1.8,1.3,2018-11-13,2010,A,37,6.0NRT,271.8,20.6,D
48.982,-117.523,300.3,1.8,1.3,2018-11-13,2010,A,34,6.0NRT,273.7,20.6,D
49.012,-117.902,304.7,1.9,1.4,2018-11-13,2010,A,60,6.0NRT,271.1,28.8,D
49.147,-117.678,320.1,1.9,1.3,2018-11-13,2010,A,80,6.0NRT,272,56.4,D
49.218,-117.586,301.8,1.8,1.3,2018-11-13,2010,A,49,6.0NRT,272.6,21.9,D
49.174,-118.737,312.5,2.1,1.4,2018-11-13,2010,A,0,6.0NRT,266.4,46.2,D
32.465,-117.055,321.6,4,1.9,2018-11-13,2145,A,64,6.0NRT,297.7,118,D
32.468,-117.06,323.9,4,1.9,2018-11-13,2145,A,58,6.0NRT,297.8,136.7,D
27.814,-97.588,327.8,4.7,2,2018-11-14,0355,T,100,6.0NRT,275.1,293,N
27.803,-97.634,309.7,4.7,2,2018-11-14,0355,T,68,6.0NRT,274.1,136.7,N
27.814,-97.593,329.8,4.7,2,2018-11-14,0355,T,100,6.0NRT,275.1,315.1,N
41.639,-87.148,301.8,1.1,1,2018-11-14,0355,T,44,6.0NRT,272,11.4,N
34.11,-118.979,300,2,1.4,2018-11-14,0535,T,13,6.0NRT,285.3,15.5,N
39.623,-121.509,301.7,2.1,1.4,2018-11-14,0535,T,43,6.0NRT,279.8,24.2,N
39.71,-121.422,300.8,2,1.4,2018-11-14,0535,T,32,6.0NRT,274.3,21.4,N
39.856,-121.425,328.4,2,1.4,2018-11-14,0535,T,84,6.0NRT,275.8,82.4,N
39.816,-121.668,306,2.1,1.4,2018-11-14,0535,T,66,6.0NRT,278.8,30.2,N
39.872,-121.533,308.3,2.1,1.4,2018-11-14,0535,T,27,6.0NRT,280.6,29.9,N
39.872,-121.485,303.1,2,1.4,2018-11-14,0535,T,31,6.0NRT,280.8,23.4,N
39.873,-121.539,314.8,2.1,1.4,2018-11-14,0535,T,73,6.0NRT,281.5,43,N
46.464,-116.031,307.9,1,1,2018-11-14,0535,T,73,6.0NRT,269.3,13.9,N
46.462,-116.043,315.8,1,1,2018-11-14,0535,T,92,6.0NRT,269.3,19.9,N
27.816,-97.593,336.8,1.1,1.1,2018-11-14,0810,A,100,6.0NRT,275.9,50.8,N
27.814,-97.582,309.7,1.1,1,2018-11-14,0810,A,78,6.0NRT,274.7,16.8,N
27.806,-97.595,331.1,1.1,1.1,2018-11-14,0810,A,100,6.0NRT,274.8,40.6,N
27.805,-97.584,314.8,1.1,1,2018-11-14,0810,A,90,6.0NRT,273.8,20.5,N
39.882,-121.485,323.4,1.4,1.2,2018-11-14,0945,A,100,6.0NRT,281.9,38.6,N
39.871,-121.486,362.1,1.4,1.2,2018-11-14,0945,A,100,6.0NRT,287.6,152.4,N
39.87,-121.47,320.2,1.4,1.2,2018-11-14,0945,A,100,6.0NRT,281,33.6,N
39.865,-121.422,318.7,1.4,1.2,2018-11-14,0945,A,77,6.0NRT,278.6,30.6,N
39.863,-121.407,347,1.4,1.2,2018-11-14,0945,A,100,6.0NRT,283.6,93.3,N
39.854,-121.425,312.4,1.4,1.2,2018-11-14,0945,A,47,6.0NRT,278.7,21.7,N
39.853,-121.41,356.5,1.4,1.2,2018-11-14,0945,A,100,6.0NRT,286,125.9,N
39.851,-121.396,329.5,1.4,1.2,2018-11-14,0945,A,100,6.0NRT,283.1,48.1,N
39.85,-121.378,337.3,1.4,1.2,2018-11-14,0945,A,100,6.0NRT,283,66.8,N
39.848,-121.36,329.5,1.4,1.2,2018-11-14,0945,A,100,6.0NRT,281.5,50.1,N
39.846,-121.443,303.6,1.4,1.2,2018-11-14,0945,A,56,6.0NRT,278.4,15,N
39.844,-121.428,304.7,1.4,1.2,2018-11-14,0945,A,61,6.0NRT,279.4,15.3,N
39.839,-121.379,321.5,1.4,1.2,2018-11-14,0945,A,100,6.0NRT,281.3,34.4,N
39.837,-121.361,327.2,1.4,1.2,2018-11-14,0945,A,100,6.0NRT,281.3,44.4,N
39.829,-121.379,322,1.4,1.2,2018-11-14,0945,A,73,6.0NRT,281.5,34.1,N
39.827,-121.362,315.2,1.4,1.2,2018-11-14,0945,A,57,6.0NRT,280.2,25.2,N
39.82,-121.369,314.2,1.4,1.2,2018-11-14,0950,A,89,6.0NRT,281.2,24.9,N
39.831,-121.668,305.2,1.4,1.2,2018-11-14,0950,A,63,6.0NRT,282.7,15.6,N
39.829,-121.654,338.4,1.4,1.2,2018-11-14,0950,A,100,6.0NRT,287,72.7,N
39.772,-121.411,302.1,1.4,1.2,2018-11-14,0950,A,4,6.0NRT,282.4,10.6,N
39.77,-121.396,309.9,1.4,1.2,2018-11-14,0950,A,52,6.0NRT,283.2,18.4,N
39.761,-121.414,317.9,1.4,1.2,2018-11-14,0950,A,46,6.0NRT,284,26.9,N
39.731,-121.422,309.5,1.4,1.2,2018-11-14,0950,A,30,6.0NRT,283,17.5,N
39.714,-121.418,310.2,1.4,1.2,2018-11-14,0950,A,79,6.0NRT,283,19.4,N
39.62,-121.504,323.9,1.4,1.2,2018-11-14,0950,A,100,6.0NRT,282.2,40.8,N
36.411,-118.726,311.5,1,1,2018-11-14,0950,A,83,6.0NRT,280.5,14.5,N
36.404,-118.739,304.1,1,1,2018-11-14,0950,A,58,6.0NRT,277.9,10.1,N
36.402,-118.728,302.6,1,1,2018-11-14,0950,A,50,6.0NRT,276.9,9.3,N
36.224,-118.571,312.9,1,1,2018-11-14,0950,A,86,6.0NRT,277.4,16.3,N
36.222,-118.56,311.1,1,1,2018-11-14,0950,A,82,6.0NRT,276.7,15,N
34.124,-118.969,392.2,1,1,2018-11-14,0950,A,100,6.0NRT,296.1,213.4,N
34.122,-118.958,336,1,1,2018-11-14,0950,A,100,6.0NRT,287.4,39,N
34.117,-118.982,365.4,1,1,2018-11-14,0950,A,100,6.0NRT,289.9,103.7,N
34.115,-118.971,397.7,1,1,2018-11-14,0950,A,100,6.0NRT,298.5,243,N
28.772,-81.887,311.6,1.3,1.1,2018-11-14,1600,T,0,6.0NRT,293.8,9.9,D
26.653,-80.889,344,1.1,1,2018-11-14,1600,T,92,6.0NRT,298.6,52.4,D
26.648,-80.896,344,1.1,1,2018-11-14,1600,T,87,6.0NRT,297.2,52.2,D
26.647,-80.885,330.8,1.1,1,2018-11-14,1600,T,73,6.0NRT,296.5,28.5,D
26.694,-81.467,317.8,1.2,1.1,2018-11-14,1600,T,71,6.0NRT,297.6,12,D
26.614,-80.856,313.1,1.1,1,2018-11-14,1600,T,58,6.0NRT,298.5,8.6,D
21.716,-77.704,316.8,1.1,1.1,2018-11-14,1600,T,68,6.0NRT,296,11.1,D
21.682,-77.732,312.9,1.1,1.1,2018-11-14,1600,T,60,6.0NRT,296.9,7.9,D
21.596,-78.23,313.7,1.1,1,2018-11-14,1600,T,61,6.0NRT,298.8,6.2,D
20.474,-76.958,310.4,1.3,1.1,2018-11-14,1600,T,32,6.0NRT,294.1,4.4,D
20.472,-76.946,327.1,1.3,1.1,2018-11-14,1600,T,82,6.0NRT,296.9,25.9,D
37.483,-100.149,310,1,1,2018-11-14,1735,T,69,6.0NRT,284.6,10.7,D
36.807,-97.341,300.8,1.2,1.1,2018-11-14,1735,T,42,6.0NRT,280.1,8,D
35.497,-108.883,303.4,2.2,1.4,2018-11-14,1735,T,56,6.0NRT,282.2,18.3,D
33.634,-98.33,300.3,1.2,1.1,2018-11-14,1735,T,33,6.0NRT,284.5,6.5,D
32.671,-98.38,307.4,1.2,1.1,2018-11-14,1735,T,65,6.0NRT,284.1,14,D
32.6,-100.105,312.5,1.1,1,2018-11-14,1735,T,73,6.0NRT,285.3,12.3,D
32.591,-100.107,317.8,1.1,1,2018-11-14,1735,T,78,6.0NRT,285.5,17.5,D
32.476,-101.2,300,1,1,2018-11-14,1735,T,13,6.0NRT,287.6,3.1,D
32.389,-101.967,301.4,1,1,2018-11-14,1735,T,17,6.0NRT,287.8,2.9,D
31.948,-99.46,301.1,1.1,1.1,2018-11-14,1735,T,44,6.0NRT,288,4.9,D
32.045,-100.688,309.8,1,1,2018-11-14,1735,T,69,6.0NRT,288.4,10.3,D
32.044,-100.678,306.3,1,1,2018-11-14,1735,T,63,6.0NRT,287.5,8,D
32.379,-103.887,304.1,1.1,1,2018-11-14,1735,T,58,6.0NRT,289.7,4,D
31.082,-97.306,311.9,1.5,1.2,2018-11-14,1735,T,72,6.0NRT,285.1,22.6,D
31.558,-101.964,303.4,1,1,2018-11-14,1735,T,56,6.0NRT,286.4,4.7,D
30.96,-98.624,304.4,1.3,1.1,2018-11-14,1735,T,59,6.0NRT,284.2,11.1,D
31.349,-101.805,306.1,1,1,2018-11-14,1735,T,33,6.0NRT,289.2,5.4,D
31.348,-101.794,342.7,1,1,2018-11-14,1735,T,93,6.0NRT,291.2,47,D
31.339,-101.796,313.8,1,1,2018-11-14,1735,T,74,6.0NRT,288.2,11.1,D
30.725,-109.056,303.4,2,1.4,2018-11-14,1735,T,44,6.0NRT,289.4,10.3,D
30.713,-109.058,305.5,2,1.4,2018-11-14,1735,T,62,6.0NRT,289.2,13.6,D
27.812,-97.586,311.5,1.7,1.3,2018-11-14,1735,T,71,6.0NRT,286.8,23.2,D
27.801,-97.588,308.1,1.7,1.3,2018-11-14,1735,T,66,6.0NRT,286.5,17.8,D
27.556,-100.693,304.9,1.1,1.1,2018-11-14,1740,T,47,6.0NRT,289.7,6.5,D
26.477,-98.979,304.3,1.5,1.2,2018-11-14,1740,T,59,6.0NRT,289.4,10.8,D
26.886,-101.453,310,1.1,1,2018-11-14,1740,T,69,6.0NRT,292.9,9.5,D
26.884,-101.442,304,1.1,1,2018-11-14,1740,T,50,6.0NRT,290.9,4.7,D
26.879,-101.41,304.7,1.1,1,2018-11-14,1740,T,58,6.0NRT,291.2,6.1,D
26.093,-97.779,355.9,1.8,1.3,2018-11-14,1740,T,74,6.0NRT,291.7,173.3,D
26.089,-97.761,358.4,1.8,1.3,2018-11-14,1740,T,86,6.0NRT,292.1,189.1,D
26.094,-97.767,370.3,1.8,1.3,2018-11-14,1740,T,87,6.0NRT,294.2,270.9,D
26.083,-97.77,313,1.8,1.3,2018-11-14,1740,T,55,6.0NRT,289.1,26.4,D
25.719,-100.303,308.7,1.3,1.1,2018-11-14,1740,T,65,6.0NRT,295.7,7.3,D
24.291,-107.108,323.9,1.2,1.1,2018-11-14,1740,T,77,6.0NRT,308.3,14.6,D
23.027,-105.749,316.5,1,1,2018-11-14,1740,T,70,6.0NRT,301.7,10.9,D
20.722,-103.492,304.2,1,1,2018-11-14,1740,T,34,6.0NRT,291.9,4.5,D
20.636,-103.713,307.1,1,1,2018-11-14,1740,T,36,6.0NRT,296,5.3,D
19.523,-102.414,306.2,1.2,1.1,2018-11-14,1740,T,46,6.0NRT,293.2,6.3,D
19.043,-102.867,321.9,1.1,1.1,2018-11-14,1740,T,78,6.0NRT,299.9,16.7,D
19.173,-103.748,316.8,1.1,1,2018-11-14,1740,T,71,6.0NRT,301.8,8.7,D
45.702,-117.618,325.9,1.3,1.1,2018-11-14,1910,T,84,6.0NRT,271.6,39.8,D
45.699,-117.601,325.9,1.3,1.1,2018-11-14,1910,T,84,6.0NRT,270.4,39.7,D
45.692,-117.621,306.2,1.3,1.1,2018-11-14,1910,T,63,6.0NRT,269.9,15.4,D
45.903,-121.267,327.6,1,1,2018-11-14,1910,T,85,6.0NRT,276.5,30.2,D
44.492,-114.38,303.1,2.1,1.4,2018-11-14,1910,T,55,6.0NRT,275.5,25.3,D
44.728,-118.151,314.1,1.3,1.1,2018-11-14,1910,T,74,6.0NRT,279.1,24,D
44.6,-118.579,323.1,1.3,1.1,2018-11-14,1910,T,82,6.0NRT,277.4,34.3,D
44.597,-118.563,320.8,1.3,1.1,2018-11-14,1910,T,80,6.0NRT,277.5,31,D
44.53,-118.54,339.8,1.3,1.1,2018-11-14,1910,T,92,6.0NRT,278.4,66.2,D
44.531,-118.545,326.8,1.3,1.1,2018-11-14,1910,T,85,6.0NRT,278.2,41.2,D
44.528,-118.53,314.3,1.3,1.1,2018-11-14,1910,T,75,6.0NRT,276.7,23.9,D
43.866,-116.861,304.8,1.6,1.2,2018-11-14,1910,T,60,6.0NRT,283.4,14.9,D
43.543,-121.804,302.3,1,1,2018-11-14,1910,T,51,6.0NRT,281.4,7.8,D
43.501,-121.888,304.4,1,1,2018-11-14,1910,T,59,6.0NRT,281.8,9.6,D
42.623,-121.304,301.5,1.1,1,2018-11-14,1910,T,47,6.0NRT,284.7,6.9,D
39.892,-121.555,327.2,1.1,1.1,2018-11-14,1915,T,85,6.0NRT,284,30.9,D
39.89,-121.542,309.6,1.1,1.1,2018-11-14,1915,T,38,6.0NRT,283.6,10.8,D
39.881,-121.491,328.7,1.1,1.1,2018-11-14,1915,T,86,6.0NRT,285.5,33.4,D
39.879,-121.478,313.8,1.1,1.1,2018-11-14,1915,T,48,6.0NRT,284.1,14.6,D
39.883,-121.558,323.3,1.1,1.1,2018-11-14,1915,T,78,6.0NRT,285,26.4,D
39.871,-121.493,318,1.1,1.1,2018-11-14,1915,T,73,6.0NRT,286.7,19.7,D
39.869,-121.481,327.7,1.1,1.1,2018-11-14,1915,T,85,6.0NRT,286,31.8,D
39.858,-121.415,342.4,1.2,1.1,2018-11-14,1915,T,93,6.0NRT,291.5,57.8,D
39.855,-121.4,330,1.2,1.1,2018-11-14,1915,T,87,6.0NRT,288.3,35.5,D
39.853,-121.387,312.7,1.2,1.1,2018-11-14,1915,T,69,6.0NRT,283.5,14.5,D
39.851,-121.375,367.9,1.2,1.1,2018-11-14,1915,T,100,6.0NRT,288.6,136.9,D
39.849,-121.363,326.3,1.2,1.1,2018-11-14,1915,T,84,6.0NRT,282.8,31.3,D
39.851,-121.43,301.2,1.2,1.1,2018-11-14,1915,T,43,6.0NRT,283.4,6.1,D
39.846,-121.402,337,1.2,1.1,2018-11-14,1915,T,90,6.0NRT,287.7,46.9,D
39.843,-121.389,338.9,1.2,1.1,2018-11-14,1915,T,91,6.0NRT,284.7,50.3,D
39.841,-121.378,325.6,1.2,1.1,2018-11-14,1915,T,82,6.0NRT,284,29.1,D
39.839,-121.366,333.7,1.2,1.1,2018-11-14,1915,T,89,6.0NRT,286.1,42.6,D
39.843,-121.446,335.3,1.1,1.1,2018-11-14,1915,T,89,6.0NRT,284.2,45,D
39.841,-121.433,327.6,1.2,1.1,2018-11-14,1915,T,85,6.0NRT,284.4,32.5,D
39.83,-121.369,331.9,1.2,1.1,2018-11-14,1915,T,82,6.0NRT,286.6,38.2,D
39.82,-121.372,337.5,1.2,1.1,2018-11-14,1915,T,91,6.0NRT,286.3,48.6,D
39.811,-121.375,313.7,1.2,1.1,2018-11-14,1915,T,43,6.0NRT,285.2,15.8,D
39.808,-121.381,303.4,1.2,1.1,2018-11-14,1915,T,56,6.0NRT,284.3,9.4,D
39.806,-121.368,305.3,1.2,1.1,2018-11-14,1915,T,61,6.0NRT,285.6,10.8,D
39.773,-121.404,309.4,1.2,1.1,2018-11-14,1915,T,0,6.0NRT,285,13.2,D
39.749,-121.438,300.6,1.2,1.1,2018-11-14,1915,T,0,6.0NRT,285.4,6.1,D
34.123,-118.991,311.1,2,1.4,2018-11-14,1915,T,43,6.0NRT,300.2,15.3,D
34.121,-118.997,310.8,2,1.4,2018-11-14,1915,T,58,6.0NRT,299.7,15.7,D
34.117,-118.978,312.2,2,1.4,2018-11-14,1915,T,54,6.0NRT,299.7,17.2,D
26.686,-81.525,313.4,2.1,1.4,2018-11-14,1910,A,40,6.0NRT,296.4,16.8,D
26.684,-81.546,315.3,2.1,1.4,2018-11-14,1910,A,58,6.0NRT,297.3,21,D
