latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
28.681,-96.05,301,2.2,1.4,2018-11-14,1910,A,41,6.0NRT,285.2,19.2,D
29.389,-99.782,304.4,3.8,1.8,2018-11-14,1910,A,59,6.0NRT,288.8,47.7,D
31.334,-101.799,311,4.6,2,2018-11-14,1910,A,71,6.0NRT,288.8,87.8,D
31.334,-101.807,313.8,4.6,2,2018-11-14,1910,A,74,6.0NRT,288.9,107.4,D
31.724,-101.809,316.4,4.5,1.9,2018-11-14,1910,A,77,6.0NRT,287.8,116.1,D
31.726,-101.818,311.9,4.5,1.9,2018-11-14,1910,A,72,6.0NRT,287.9,89.8,D
39.128,-92.43,313.5,1,1,2018-11-14,1915,A,74,6.0NRT,274.3,16.9,D
42.453,-93.704,303.9,1,1,2018-11-14,1915,A,57,6.0NRT,280.2,8,D
42.451,-93.717,303.5,1,1,2018-11-14,1915,A,56,6.0NRT,280,7.8,D
42.45,-94.784,308.8,1.1,1,2018-11-14,1915,A,68,6.0NRT,280.9,11.9,D
43.913,-96.18,303.3,1.1,1.1,2018-11-14,1915,A,55,6.0NRT,279.7,9,D
43.976,-95.86,304,1.1,1,2018-11-14,1915,A,58,6.0NRT,279.6,9.8,D
42.684,-111.589,304,1.6,1.2,2018-11-14,2055,A,55,6.0NRT,285.3,13.5,D
42.62,-121.301,346.3,1.2,1.1,2018-11-14,2055,A,94,6.0NRT,290.2,73,D
42.63,-121.304,323.1,1.2,1.1,2018-11-14,2055,A,82,6.0NRT,286,29,D
42.627,-121.318,301,1.2,1.1,2018-11-14,2055,A,39,6.0NRT,287.5,6.3,D
43.664,-117.033,308,1,1,2018-11-14,2055,A,66,6.0NRT,283,9.9,D
44.012,-115.64,321.1,1.1,1,2018-11-14,2055,A,81,6.0NRT,279.9,24,D
43.862,-116.865,324,1,1,2018-11-14,2055,A,83,6.0NRT,286.5,23.6,D
44.002,-117.063,304.7,1,1,2018-11-14,2055,A,60,6.0NRT,285.3,7.2,D
43.635,-119.663,336.3,1,1,2018-11-14,2055,A,85,6.0NRT,290.5,40.8,D
43.633,-119.676,317.5,1,1,2018-11-14,2055,A,78,6.0NRT,288.9,17.2,D
44.497,-114.387,319.7,1.2,1.1,2018-11-14,2055,A,80,6.0NRT,275.8,27.2,D
44.495,-114.401,305.3,1.2,1.1,2018-11-14,2055,A,49,6.0NRT,276.3,12.6,D
44.508,-114.373,314.8,1.2,1.1,2018-11-14,2055,A,67,6.0NRT,278.1,20.2,D
43.5,-121.891,303.2,1.2,1.1,2018-11-14,2055,A,55,6.0NRT,274.7,11.5,D
44.523,-118.541,335.4,1,1,2018-11-14,2055,A,89,6.0NRT,281.1,39.2,D
44.521,-118.553,321.1,1,1,2018-11-14,2055,A,81,6.0NRT,279.9,21.6,D
44.532,-118.543,311.8,1,1,2018-11-14,2055,A,72,6.0NRT,278.8,13.5,D
44.602,-118.569,322.9,1,1,2018-11-14,2055,A,82,6.0NRT,278.7,23.4,D
44.6,-118.582,329,1,1,2018-11-14,2055,A,86,6.0NRT,279.3,30.5,D
44.726,-118.16,324.4,1,1,2018-11-14,2055,A,83,6.0NRT,276.8,23.9,D
44.725,-118.173,316,1,1,2018-11-14,2055,A,76,6.0NRT,275.6,15.7,D
45.906,-121.265,300.2,1.1,1,2018-11-14,2055,A,24,6.0NRT,278.9,6.5,D
45.903,-121.279,305.1,1.1,1,2018-11-14,2055,A,61,6.0NRT,278.7,9.7,D
48.722,-123.848,315.6,1.2,1.1,2018-11-14,2055,A,72,6.0NRT,273.6,22.8,D
49.354,-120.361,345.2,1,1,2018-11-14,2055,A,89,6.0NRT,270.5,54.6,D
48.765,-124,305.5,1.2,1.1,2018-11-14,2055,A,58,6.0NRT,269.4,14.3,D
49.313,-120.758,303.9,1,1,2018-11-14,2055,A,57,6.0NRT,270.6,11.1,D
49.311,-120.772,313.6,1,1,2018-11-14,2055,A,64,6.0NRT,268.9,17.8,D
24.62,-107.187,324.8,1.7,1.3,2018-11-14,2050,A,80,6.0NRT,309.9,28.5,D
26.285,-108.733,325.1,1.4,1.2,2018-11-14,2050,A,81,6.0NRT,309.5,23.2,D
26.417,-109.083,338.8,1.3,1.1,2018-11-14,2050,A,90,6.0NRT,305.4,47.9,D
27.723,-109.223,341.5,1.4,1.2,2018-11-14,2050,A,92,6.0NRT,296.3,68.2,D
32.414,-116.882,323.8,1.1,1.1,2018-11-14,2050,A,79,6.0NRT,302.4,18.6,D
32.413,-116.893,327.4,1.1,1.1,2018-11-14,2050,A,82,6.0NRT,299.4,23.3,D
34.378,-111.313,302.9,1.3,1.1,2018-11-14,2050,A,54,6.0NRT,277.4,11.4,D
35.091,-112.001,351.9,1.2,1.1,2018-11-14,2050,A,97,6.0NRT,290.2,87.3,D
35.089,-112.014,314.1,1.2,1.1,2018-11-14,2050,A,54,6.0NRT,284.5,16.9,D
35.1,-112.003,330.4,1.2,1.1,2018-11-14,2050,A,87,6.0NRT,283.7,38.7,D
36.732,-112.232,350.8,1.2,1.1,2018-11-14,2050,A,71,6.0NRT,287.1,83,D
37.493,-106.554,308.3,2.7,1.6,2018-11-14,2050,A,48,6.0NRT,274.4,47.9,D
37.507,-106.555,308.5,2.7,1.6,2018-11-14,2050,A,51,6.0NRT,275.4,49.6,D
37.5,-106.53,310.7,2.7,1.6,2018-11-14,2050,A,66,6.0NRT,276.2,58.8,D
36.222,-118.58,306.7,1.2,1.1,2018-11-14,2050,A,26,6.0NRT,285,9.9,D
39.498,-118.606,302.3,1.1,1,2018-11-14,2050,A,52,6.0NRT,287.2,4.4,D
39.496,-118.618,301.4,1.1,1,2018-11-14,2050,A,47,6.0NRT,286.6,3.7,D
39.822,-121.375,338.1,1.4,1.2,2018-11-14,2050,A,54,6.0NRT,286.4,59.6,D
39.835,-121.363,322.1,1.4,1.2,2018-11-14,2050,A,40,6.0NRT,283.7,29.4,D
39.832,-121.38,322.5,1.4,1.2,2018-11-14,2050,A,31,6.0NRT,284.9,29.3,D
39.842,-121.385,335.4,1.4,1.2,2018-11-14,2050,A,50,6.0NRT,286.6,52.2,D
39.844,-121.434,313.9,1.4,1.2,2018-11-14,2050,A,22,6.0NRT,285.8,18,D
39.841,-121.449,326.4,1.4,1.2,2018-11-14,2050,A,84,6.0NRT,287,38.8,D
39.857,-121.421,321,1.4,1.2,2018-11-14,2050,A,63,6.0NRT,288,28.3,D
39.866,-121.49,334.3,1.4,1.2,2018-11-14,2050,A,84,6.0NRT,286.3,56.8,D
39.865,-121.479,304.5,1.4,1.2,2018-11-14,2050,A,38,6.0NRT,285.4,10.7,D
39.861,-121.496,303.5,1.4,1.2,2018-11-14,2050,A,33,6.0NRT,282.8,9.7,D
39.875,-121.482,332.8,1.4,1.2,2018-11-14,2050,A,88,6.0NRT,283.6,52.7,D
39.871,-121.499,327.9,1.4,1.2,2018-11-14,2050,A,80,6.0NRT,284.3,42.6,D
26.888,-101.454,306.1,1.7,1.3,2018-11-15,0435,T,64,6.0NRT,278.3,22,N
26.887,-101.459,304.2,1.7,1.3,2018-11-15,0435,T,59,6.0NRT,278.1,20.7,N
27.81,-97.599,310.3,1,1,2018-11-15,0435,T,80,6.0NRT,277.8,15.2,N
31.34,-101.792,302,1.4,1.2,2018-11-15,0435,T,46,6.0NRT,274.2,15.3,N
31.35,-101.794,313.8,1.4,1.2,2018-11-15,0435,T,88,6.0NRT,275.1,28.5,N
31.348,-101.809,309.8,1.4,1.2,2018-11-15,0435,T,78,6.0NRT,273.6,23.5,N
31.741,-101.809,310,1.4,1.2,2018-11-15,0435,T,79,6.0NRT,274,23.1,N
31.738,-101.8,322.6,1.4,1.2,2018-11-15,0435,T,100,6.0NRT,275.9,40.9,N
36.235,-118.625,311.3,1.4,1.2,2018-11-15,0615,T,82,6.0NRT,280.9,23.1,N
36.234,-118.639,301.8,1.4,1.2,2018-11-15,0615,T,44,6.0NRT,279.9,13.1,N
36.245,-118.627,332,1.4,1.2,2018-11-15,0615,T,100,6.0NRT,280.3,58.7,N
36.244,-118.641,304.6,1.4,1.2,2018-11-15,0615,T,61,6.0NRT,279.2,16.1,N
36.417,-118.727,301.5,1.4,1.2,2018-11-15,0615,T,42,6.0NRT,280.3,12.9,N
39.634,-121.471,309.8,1.1,1.1,2018-11-15,0620,T,78,6.0NRT,282.6,15,N
39.702,-121.426,328.2,1.1,1.1,2018-11-15,0620,T,100,6.0NRT,283.8,35.4,N
39.744,-121.427,307.4,1.1,1.1,2018-11-15,0620,T,37,6.0NRT,284.6,11.8,N
39.754,-121.429,304.2,1.1,1.1,2018-11-15,0620,T,37,6.0NRT,284.6,9.7,N
39.768,-121.391,301.9,1.2,1.1,2018-11-15,0620,T,29,6.0NRT,284.5,8.4,N
39.766,-121.405,315.6,1.1,1.1,2018-11-15,0620,T,75,6.0NRT,285.6,18.8,N
39.777,-121.394,325.3,1.2,1.1,2018-11-15,0620,T,100,6.0NRT,285.7,31.3,N
39.809,-121.374,315.6,1.2,1.1,2018-11-15,0620,T,92,6.0NRT,284.6,20.3,N
39.818,-121.376,316,1.2,1.1,2018-11-15,0620,T,92,6.0NRT,283.4,20.5,N
39.83,-121.365,322.6,1.2,1.1,2018-11-15,0620,T,100,6.0NRT,284.4,27.2,N
39.828,-121.377,318.6,1.2,1.1,2018-11-15,0620,T,91,6.0NRT,284.8,22.2,N
39.839,-121.366,330.4,1.2,1.1,2018-11-15,0620,T,100,6.0NRT,285.3,38.8,N
39.844,-121.36,305.9,1.2,1.1,2018-11-15,0620,T,66,6.0NRT,282,12.1,N
39.842,-121.373,316.2,1.2,1.1,2018-11-15,0620,T,93,6.0NRT,283.8,21.4,N
39.852,-121.374,334.6,1.2,1.1,2018-11-15,0620,T,100,6.0NRT,285,46.5,N
39.85,-121.386,324.7,1.2,1.1,2018-11-15,0620,T,100,6.0NRT,284.4,30.3,N
39.849,-121.398,324.8,1.2,1.1,2018-11-15,0620,T,100,6.0NRT,284.8,31.4,N
39.858,-121.402,334.1,1.2,1.1,2018-11-15,0620,T,100,6.0NRT,285.3,45.3,N
39.857,-121.416,323,1.2,1.1,2018-11-15,0620,T,100,6.0NRT,285.6,28.8,N
39.868,-121.405,326.5,1.2,1.1,2018-11-15,0620,T,100,6.0NRT,282.7,34,N
39.866,-121.418,375.2,1.2,1.1,2018-11-15,0620,T,100,6.0NRT,286.7,169.6,N
39.868,-121.487,306.6,1.1,1.1,2018-11-15,0620,T,28,6.0NRT,282.9,11.7,N
39.877,-121.489,327.5,1.1,1.1,2018-11-15,0620,T,100,6.0NRT,285.7,33.9,N
39.887,-121.49,337.5,1.1,1.1,2018-11-15,0620,T,100,6.0NRT,282.7,50.9,N
39.885,-121.502,309.2,1.1,1.1,2018-11-15,0620,T,60,6.0NRT,280.1,13.4,N
39.879,-121.555,300.8,1.1,1.1,2018-11-15,0620,T,25,6.0NRT,280.3,8,N
39.889,-121.557,312,1.1,1.1,2018-11-15,0620,T,84,6.0NRT,277.9,16.6,N
43.448,-123.72,301.7,1.1,1,2018-11-15,0620,T,43,6.0NRT,266,10.3,N
21.724,-77.699,304.1,1.7,1.3,2018-11-15,0720,A,59,6.0NRT,293.3,11.5,N
31.739,-101.793,301.2,1.2,1.1,2018-11-15,0855,A,39,6.0NRT,268,13.4,N
31.347,-101.79,317.2,1.2,1.1,2018-11-15,0855,A,95,6.0NRT,272.8,28.5,N
31.346,-101.796,321.1,1.2,1.1,2018-11-15,0855,A,100,6.0NRT,272.7,33.6,N
36.246,-118.633,306.4,2.9,1.6,2018-11-15,1030,A,68,6.0NRT,279.6,53.3,N
36.24,-118.607,314,2.9,1.6,2018-11-15,1030,A,88,6.0NRT,278.6,81.2,N
36.255,-118.613,300.3,2.9,1.6,2018-11-15,1030,A,23,6.0NRT,277.1,38.1,N
36.239,-118.613,313.9,2.9,1.6,2018-11-15,1030,A,88,6.0NRT,279.6,79.3,N
27.811,-97.607,300.1,2.7,1.6,2018-11-15,1640,T,27,6.0NRT,289.6,11.4,D
27.809,-97.579,301.1,2.7,1.6,2018-11-15,1640,T,45,6.0NRT,290,13.7,D
26.281,-97.984,309.9,2.7,1.6,2018-11-15,1645,T,66,6.0NRT,296.6,27.4,D
26.278,-97.957,332.9,2.7,1.6,2018-11-15,1645,T,88,6.0NRT,298.9,126.1,D
26.264,-97.958,312.2,2.7,1.6,2018-11-15,1645,T,72,6.0NRT,297.5,34.4,D
18.926,-70.351,326,1.1,1.1,2018-11-15,1810,A,83,6.0NRT,291.8,22.9,D
20.372,-76.827,316.7,1.4,1.2,2018-11-15,1810,A,52,6.0NRT,299.7,10.7,D
20.483,-76.841,315.6,1.4,1.2,2018-11-15,1810,A,55,6.0NRT,294.4,11.5,D
36.614,-97.989,301.4,4.8,2,2018-11-15,1820,T,46,6.0NRT,288.3,42.9,D
36.6,-97.939,305.6,4.8,2,2018-11-15,1820,T,62,6.0NRT,287.7,66.6,D
36.602,-97.945,307.4,4.8,2,2018-11-15,1820,T,65,6.0NRT,287.9,78.4,D
39.844,-121.369,320.1,3.2,1.7,2018-11-15,1820,T,33,6.0NRT,285.7,87.8,D
39.863,-121.412,316.2,3.2,1.7,2018-11-15,1820,T,67,6.0NRT,288.4,76.9,D
39.861,-121.379,308,3.2,1.7,2018-11-15,1820,T,28,6.0NRT,285.8,43.7,D
39.846,-121.376,319,3.2,1.7,2018-11-15,1820,T,78,6.0NRT,285.9,89.9,D
37.005,-106.573,303.6,1.4,1.2,2018-11-15,1820,T,57,6.0NRT,276.8,15.3,D
36.729,-112.244,318.4,1,1,2018-11-15,1820,T,51,6.0NRT,284.2,16.2,D
36.728,-112.233,310.9,1,1,2018-11-15,1820,T,25,6.0NRT,283.6,9.8,D
36.721,-112.246,330.5,1,1,2018-11-15,1820,T,70,6.0NRT,284.3,28.7,D
36.708,-112.226,313.5,1,1,2018-11-15,1820,T,30,6.0NRT,283.9,12.1,D
35.501,-108.898,303.4,1.2,1.1,2018-11-15,1820,T,28,6.0NRT,288.4,4.4,D
35.499,-108.885,317.1,1.2,1.1,2018-11-15,1820,T,77,6.0NRT,288.8,17.2,D
35.929,-112.131,311.5,1,1,2018-11-15,1820,T,71,6.0NRT,287.5,11.2,D
35.38,-111.598,324.8,1,1,2018-11-15,1820,T,83,6.0NRT,286.4,23.9,D
35.378,-111.587,321.8,1,1,2018-11-15,1820,T,81,6.0NRT,287.4,20.2,D
35.137,-112.071,310,1,1,2018-11-15,1820,T,69,6.0NRT,286.8,9.9,D
35.128,-112.073,363.9,1,1,2018-11-15,1820,T,100,6.0NRT,290.5,97.9,D
35.126,-112.062,318.6,1,1,2018-11-15,1820,T,79,6.0NRT,288.3,16.9,D
34.36,-110.335,325,1.1,1,2018-11-15,1820,T,83,6.0NRT,286.7,24.7,D
34.393,-111.307,317.9,1,1,2018-11-15,1820,T,78,6.0NRT,289.8,15.2,D
34.391,-111.296,324.2,1,1,2018-11-15,1820,T,83,6.0NRT,290.9,21.6,D
34.382,-111.298,321.9,1,1,2018-11-15,1820,T,78,6.0NRT,289.7,18.9,D
33.395,-105.8,300.3,1.9,1.3,2018-11-15,1820,T,34,6.0NRT,276.6,18.2,D
34.535,-112.569,331.3,1,1,2018-11-15,1820,T,87,6.0NRT,287.8,31.3,D
34.534,-112.558,307.1,1,1,2018-11-15,1820,T,62,6.0NRT,286.4,8.1,D
34.064,-110.012,302.2,1.1,1,2018-11-15,1820,T,45,6.0NRT,283.7,6.6,D
34.054,-110.014,315.2,1.1,1,2018-11-15,1820,T,76,6.0NRT,285.3,17.2,D
33.003,-110.771,307.6,1.1,1,2018-11-15,1820,T,45,6.0NRT,296.8,4.8,D
32.397,-115.164,312.5,1.1,1.1,2018-11-15,1820,T,59,6.0NRT,298.3,7.2,D
31.668,-116.412,319.9,1.2,1.1,2018-11-15,1820,T,64,6.0NRT,302.1,13.8,D
27.735,-109.22,312.4,1.5,1.2,2018-11-15,1820,T,69,6.0NRT,299.9,13.3,D
27.46,-110.277,317.3,1.3,1.1,2018-11-15,1820,T,71,6.0NRT,304.7,11.2,D
27.458,-110.264,317.2,1.3,1.1,2018-11-15,1820,T,70,6.0NRT,303.6,10.6,D
46.436,-111.366,320.8,1.1,1.1,2018-11-15,1815,T,42,6.0NRT,275.9,23.4,D
46.433,-111.373,301.9,1.1,1.1,2018-11-15,1815,T,49,6.0NRT,276.7,10,D
46.431,-111.359,302.4,1.1,1.1,2018-11-15,1815,T,52,6.0NRT,275.3,10.4,D
45.882,-121.34,302.7,3.5,1.8,2018-11-15,1815,T,53,6.0NRT,277.7,51.5,D
43.671,-109.859,313.7,1,1,2018-11-15,1815,T,74,6.0NRT,274.2,17.3,D
42.682,-111.595,313.4,1.1,1,2018-11-15,1815,T,69,6.0NRT,282.9,15.6,D
42.258,-111.523,324.2,1,1,2018-11-15,1815,T,83,6.0NRT,274.8,27.4,D
42.249,-111.525,306.2,1,1,2018-11-15,1815,T,58,6.0NRT,274.6,10.7,D
42.247,-111.513,301.8,1,1,2018-11-15,1815,T,36,6.0NRT,275.9,7.7,D
39.582,-106.035,327.7,1.4,1.2,2018-11-15,1815,T,0,6.0NRT,273.2,48.5,D
45.757,-117.914,322.1,4.5,2,2018-11-15,1955,T,81,6.0NRT,276.4,194.2,D
45.741,-117.859,314.5,4.5,2,2018-11-15,1955,T,62,6.0NRT,277.2,133.7,D
45.757,-117.92,313.7,4.5,2,2018-11-15,1955,T,74,6.0NRT,276.2,137.9,D
45.74,-117.864,313.3,4.5,2,2018-11-15,1955,T,73,6.0NRT,277.2,135.4,D
45.89,-121.319,304.1,3,1.6,2018-11-15,1955,T,58,6.0NRT,274.4,43.2,D
45.085,-119.11,303.2,4.1,1.9,2018-11-15,1955,T,55,6.0NRT,277.3,64.2,D
42.596,-121.283,300.6,3.8,1.8,2018-11-15,1955,T,39,6.0NRT,278,49.9,D
25.711,-99.803,318.4,1,1,2018-11-15,1955,A,78,6.0NRT,296,14.3,D
25.71,-99.813,312,1,1,2018-11-15,1955,A,71,6.0NRT,297.7,8.6,D
24.602,-107.68,318.4,3.1,1.7,2018-11-15,1955,A,77,6.0NRT,306.5,31.1,D
26.333,-98.436,303.6,1,1,2018-11-15,1955,A,54,6.0NRT,283.7,8.1,D
26.379,-98.964,307.4,1,1,2018-11-15,1955,A,62,6.0NRT,295.9,5.1,D
27.201,-98.072,311,1,1,2018-11-15,1955,A,68,6.0NRT,294.8,8.6,D
27.806,-97.599,305.7,1.1,1,2018-11-15,1955,A,61,6.0NRT,294.2,4.7,D
31.064,-98.601,305.5,1.1,1,2018-11-15,1955,A,61,6.0NRT,292.1,5.9,D
31.063,-98.612,318.2,1.1,1,2018-11-15,1955,A,78,6.0NRT,292.8,16.3,D
31.299,-97.377,304.7,1.2,1.1,2018-11-15,1955,A,59,6.0NRT,293,6,D
31.184,-98.311,310.7,1.1,1,2018-11-15,1955,A,70,6.0NRT,293.1,9.8,D
31.333,-97.853,303.1,1.1,1.1,2018-11-15,1955,A,55,6.0NRT,291.4,5.4,D
31.532,-98.113,300.9,1.1,1,2018-11-15,1955,A,25,6.0NRT,289.6,4.3,D
31.531,-98.124,306.2,1.1,1,2018-11-15,1955,A,63,6.0NRT,291.1,7.8,D
31.54,-98.126,300.6,1.1,1,2018-11-15,1955,A,11,6.0NRT,290.4,3.2,D
32.003,-95.139,300.1,1.6,1.2,2018-11-15,1955,A,26,6.0NRT,288.8,8.2,D
31.357,-101.776,309.1,1,1,2018-11-15,1955,A,66,6.0NRT,295.7,5.5,D
31.766,-100.651,305,1,1,2018-11-15,1955,A,60,6.0NRT,292.5,5.2,D
32.109,-98.829,307.8,1.1,1,2018-11-15,1955,A,66,6.0NRT,293.7,7.1,D
32.271,-97.844,306,1.1,1.1,2018-11-15,1955,A,63,6.0NRT,291.7,7.5,D
32.325,-97.822,304.8,1.2,1.1,2018-11-15,1955,A,45,6.0NRT,291.9,6.5,D
30.499,-109.628,304.6,3.1,1.7,2018-11-15,1955,A,34,6.0NRT,293,24.3,D
30.499,-109.632,305.6,3.1,1.7,2018-11-15,1955,A,47,6.0NRT,293,28.9,D
31.868,-103.092,306.8,1.1,1.1,2018-11-15,1955,A,60,6.0NRT,292.5,4.9,D
32.956,-97.999,308.9,1.1,1.1,2018-11-15,1955,A,68,6.0NRT,292.4,9.3,D
32.154,-103.951,309.2,1.2,1.1,2018-11-15,1955,A,65,6.0NRT,293.8,6.9,D
32.146,-104.002,309.3,1.2,1.1,2018-11-15,1955,A,66,6.0NRT,294.3,8.8,D
32.154,-103.956,306.1,1.2,1.1,2018-11-15,1955,A,31,6.0NRT,293.6,4.1,D
33.33,-96.879,300.8,1.3,1.1,2018-11-15,1955,A,36,6.0NRT,290.6,4.5,D
33.681,-95.964,306,1.5,1.2,2018-11-15,1955,A,63,6.0NRT,288.9,12.8,D
32.145,-106.697,313,1.8,1.3,2018-11-15,1955,A,69,6.0NRT,295.5,18.5,D
34.428,-94.986,316.7,1.8,1.3,2018-11-15,1955,A,77,6.0NRT,285.7,36.3,D
34.442,-94.969,325.7,1.8,1.3,2018-11-15,1955,A,79,6.0NRT,287.6,52.4,D
34.44,-94.988,331.8,1.8,1.3,2018-11-15,1955,A,88,6.0NRT,288.6,69.8,D
34.435,-94.993,322.2,1.8,1.3,2018-11-15,1955,A,62,6.0NRT,286.8,43.8,D
34.449,-94.975,329.4,1.8,1.3,2018-11-15,1955,A,86,6.0NRT,287.2,64.2,D
34.447,-94.995,320,1.8,1.3,2018-11-15,1955,A,61,6.0NRT,286.9,40,D
35.358,-94.001,323.7,2.1,1.4,2018-11-15,1955,A,83,6.0NRT,286.8,63.4,D
35.356,-94.024,328,2.1,1.4,2018-11-15,1955,A,85,6.0NRT,287.4,77.4,D
35.347,-94.007,328,2.1,1.4,2018-11-15,1955,A,85,6.0NRT,287.6,77.8,D
35.346,-94.03,305.8,2.1,1.4,2018-11-15,1955,A,58,6.0NRT,286.9,19.8,D
35.36,-94.009,312.6,2.1,1.4,2018-11-15,1955,A,73,6.0NRT,286.9,35.4,D
34.662,-100.837,321.1,1,1,2018-11-15,1955,A,80,6.0NRT,296.5,15.4,D
35.374,-98.28,310,1.2,1.1,2018-11-15,1955,A,69,6.0NRT,291,11.4,D
33.64,-109.662,302,2.6,1.5,2018-11-15,1955,A,46,6.0NRT,284.3,26.9,D
34.048,-110.001,303.8,2.6,1.6,2018-11-15,1955,A,37,6.0NRT,284.9,26.5,D
34.054,-110.01,310.7,2.6,1.6,2018-11-15,1955,A,69,6.0NRT,285.3,48.8,D
34.336,-110.33,333,2.7,1.6,2018-11-15,1955,A,88,6.0NRT,288.7,136.9,D
34.33,-110.358,309.9,2.7,1.6,2018-11-15,1955,A,34,6.0NRT,286.2,35.9,D
34.35,-110.335,324.7,2.7,1.6,2018-11-15,1955,A,83,6.0NRT,288.5,94.9,D
34.34,-110.339,338.5,2.7,1.6,2018-11-15,1955,A,91,6.0NRT,288.7,172.6,D
34.36,-110.316,301.2,2.7,1.6,2018-11-15,1955,A,26,6.0NRT,288.8,16.8,D
34.354,-110.344,324.8,2.7,1.6,2018-11-15,1955,A,83,6.0NRT,288.9,97.7,D
37.007,-106.584,320.6,1.4,1.2,2018-11-15,1955,A,80,6.0NRT,277.1,35.6,D
35.944,-112.129,301,3.2,1.7,2018-11-15,1955,A,41,6.0NRT,286.5,28.4,D
36.719,-112.238,306.6,3.1,1.7,2018-11-15,1955,A,64,6.0NRT,283.7,47.5,D
36.719,-112.246,308.4,3.1,1.7,2018-11-15,1955,A,67,6.0NRT,283.5,53.7,D
40.246,-95.553,300.1,1.9,1.4,2018-11-15,1955,A,19,6.0NRT,282.6,13.1,D
39.57,-106.041,341.9,1.2,1.1,2018-11-15,1955,A,61,6.0NRT,275.3,66.7,D
42.988,-96.767,325.7,1.8,1.3,2018-11-15,1955,A,84,6.0NRT,286,54.3,D
42.996,-96.751,314.2,1.8,1.3,2018-11-15,1955,A,74,6.0NRT,285.1,31.5,D
42.994,-96.773,318.6,1.8,1.3,2018-11-15,1955,A,79,6.0NRT,285.7,40.2,D
21.713,-77.71,311.5,1.5,1.2,2018-11-15,1815,A,61,6.0NRT,296.4,10.3,D
22.841,-80.83,311.1,2.4,1.5,2018-11-15,1815,A,53,6.0NRT,293.7,18.7,D
18.293,-96.361,310.5,1,1,2018-11-15,1950,A,65,6.0NRT,293.4,7.6,D
19.288,-99.547,312.1,1.1,1.1,2018-11-15,1950,A,46,6.0NRT,296.1,7.9,D
19.289,-99.601,312.1,1.1,1.1,2018-11-15,1950,A,65,6.0NRT,296.4,7.6,D
19.287,-99.611,316.2,1.1,1.1,2018-11-15,1950,A,75,6.0NRT,297.6,11.5,D
19.437,-99.178,310.9,1.1,1,2018-11-15,1950,A,66,6.0NRT,297.3,5.4,D
19.626,-99.15,309.6,1.1,1,2018-11-15,1950,A,59,6.0NRT,292.3,5.1,D
20.049,-99.29,307.8,1.1,1,2018-11-15,1950,A,57,6.0NRT,296.1,5.9,D
20.56,-100.254,308.2,1.2,1.1,2018-11-15,1950,A,38,6.0NRT,291.7,6,D
20.523,-100.921,312.3,1.3,1.1,2018-11-15,1950,A,66,6.0NRT,300.5,8.5,D
21.16,-100.673,307.2,1.2,1.1,2018-11-15,1950,A,62,6.0NRT,295.8,5.6,D
21.884,-98.111,319,1,1,2018-11-15,1950,A,79,6.0NRT,293.8,14.8,D
21.882,-98.121,315.5,1,1,2018-11-15,1950,A,75,6.0NRT,295,11.7,D
22.33,-98.41,327.8,1,1,2018-11-15,1950,A,84,6.0NRT,302.1,20,D
22.328,-98.42,319.2,1,1,2018-11-15,1950,A,78,6.0NRT,301.5,11,D
22.254,-99.234,311,1,1,2018-11-15,1950,A,69,6.0NRT,291.6,9.6,D
22.252,-99.244,321.7,1,1,2018-11-15,1950,A,80,6.0NRT,293.4,19.5,D
22.474,-98.372,336.2,1,1,2018-11-15,1950,A,73,6.0NRT,299,34.4,D
22.583,-99.064,306.8,1,1,2018-11-15,1950,A,63,6.0NRT,294.4,6,D
22.582,-99.074,311.6,1,1,2018-11-15,1950,A,71,6.0NRT,295.2,9.1,D
42.235,-111.528,311.3,2,1.4,2018-11-15,2000,A,60,6.0NRT,276.8,35.9,D
42.248,-111.532,319.2,2,1.4,2018-11-15,2000,A,79,6.0NRT,275.6,55.2,D
42.68,-111.594,304.8,2,1.4,2018-11-15,2000,A,45,6.0NRT,284.6,21.5,D
43.663,-109.874,329.8,1.5,1.2,2018-11-15,2000,A,86,6.0NRT,276.3,56.9,D
43.669,-109.864,321.8,1.5,1.2,2018-11-15,2000,A,81,6.0NRT,275.5,43.7,D
43.665,-109.882,316.2,1.5,1.2,2018-11-15,2000,A,76,6.0NRT,275.4,34.4,D
45.431,-113.603,300.2,2.1,1.4,2018-11-15,2000,A,23,6.0NRT,273.5,20.8,D
45.425,-113.577,304.6,2.1,1.4,2018-11-15,2000,A,59,6.0NRT,276,28.4,D
46.42,-111.365,306.6,1.5,1.2,2018-11-15,2000,A,43,6.0NRT,276.7,17.6,D
46.431,-111.369,337.8,1.5,1.2,2018-11-15,2000,A,79,6.0NRT,278.5,77.2,D
46.452,-111.378,300.1,1.5,1.2,2018-11-15,2000,A,15,6.0NRT,277.1,11,D
46.263,-112.616,300,1.8,1.3,2018-11-15,2000,A,23,6.0NRT,273,18.8,D
45.074,-119.105,307.2,4.2,1.9,2018-11-15,2000,A,65,6.0NRT,279.1,86.5,D
45.077,-119.115,306.2,4.2,1.9,2018-11-15,2000,A,63,6.0NRT,279.2,81.2,D
46.967,-112.607,303.6,1.7,1.3,2018-11-15,2000,A,0,6.0NRT,267.3,19.6,D
46.983,-112.589,323.6,1.7,1.3,2018-11-15,2000,A,0,6.0NRT,269.4,54.7,D
